NOTICE_REF,NOTICE_TITLE,NOTICE_DATETIME,NOTICE_CONTENT
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160605_130210.htm,机场高速出京大山子至五元桥交通恢复正常,2016_06_05,机场高速出京方向大山子至五元桥路段交通恢复正常。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160604_130194.htm,京沪高速出京采育至廊坊路段交通流量大,2016_06_04,京沪高速出京方向河北路段事故处理完毕，采育至廊坊路段交通压力集中。请途经车辆注意安全驾驶。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130174.htm,京通快速进京京通进京跨河桥至双桥交通恢复正常,2016_06_03,京通快速进京方向京通进京跨河桥至双桥路段交通恢复正常。(市交通委TOCC与京通快速路公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130224.htm,机场高速出京大山子至五元桥交通恢复正常,2016_06_06,机场高速出京方向大山子至五元桥路段交通恢复正常。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160605_130209.htm,京沪高速进京廊坊至采育路段交通流量大,2016_06_05,受应寺检查站入口处故障车影响，京沪高速进京方向廊坊至采育路段交通流量大。请各位司机朋友注意行车安全。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160604_130193.htm,机场高速出京五元桥路段交通恢复正常,2016_06_04,机场高速出京方向五元桥路段交通恢复正常。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130170.htm,机场高速进京北皋至大山子交通流量大,2016_06_03,机场高速进京方向北皋至大山子路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130223.htm,机场高速出京大山子至五元桥路段交通流量大,2016_06_06,机场高速出京方向大山子至五元桥路段交通流量大。请途经车辆注意安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160605_130208.htm,京承高速出京大秦铁路桥下事故处理完毕,2016_06_05,京承高速出京方向大秦铁路桥下事故处理完毕。(市交通委TOCC与通达京承高速公路联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160604_130192.htm,机场高速出京五元桥路段交通流量大,2016_06_04,机场高速出京方向五元桥路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts//gdjts/201606/t20160603_130169.htm,地铁2号线前门站东北口（A口）采取临时封闭措施,2016_06_03,自即时起至末班车止，地铁2号线前门站东北口（A口）采取临时封闭措施，乘客可从其他出入口进出站。（市交通委TOCC与地铁运营公司联合提供）
http://www.btic.org.cn/xxzx/jtxxfw/cxts//gdjts/201606/t20160606_130222.htm,地铁呼家楼站客流较大,2016_06_06,地铁呼家楼站客流较大，为缓解10号线客流压力，地铁6号线下行（开往海淀五路居方向）呼家楼站部分列车通过不停车。(市交通委TOCC与地铁运营公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160605_130207.htm,机场高速出京大山子至五元桥路段交通流量大,2016_06_05,机场高速出京方向大山子至五元桥路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160604_130191.htm,京沪高速出京采育至廊坊路段交通流量大,2016_06_04,受河北段事故影响，京沪高速出京方向采育至廊坊路段交通流量大。请途经车辆注意安全驾驶。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130166.htm,京通快速进京京通进京跨河桥至双桥路段交通流量大,2016_06_03,京通快速进京方向京通进京跨河桥至双桥路段交通流量大。请准备出行的朋友避开高峰时段和路段，选择适当的绕行路线，以免影响您的出行计划。(市交通委TOCC与京通快速路公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130221.htm,机场高速出京三元桥至五元桥交通流量大,2016_06_06,机场高速出京方向三元桥至五元桥路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160605_130206.htm,机场高速进京温榆桥至苇沟路段交通流量大,2016_06_05,机场高速进京方向温榆桥至苇沟路段交通流量大。请准备出行的朋友避开高峰时段和路段，选择适当的绕行路线，以免影响您的出行计划。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130190.htm,机场高速出京大山子至五元桥路段交通恢复正常,2016_06_03,机场高速出京方向大山子至五元桥路段交通恢复正常。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130165.htm,机场高速进京苇沟至大山子交通流量大,2016_06_03,机场高速进京方向苇沟至大山子路段交通流量大。请准备出行的朋友避开高峰时段和路段，选择适当的绕行路线，以免影响您的出行计划。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts//gdjts/201606/t20160606_130220.htm,8:00轨道客流状态信息,2016_06_06,轨道交通：国贸站（10号线换1号线）、宣武门站（4号线换2号线）、惠新西街南口站（10号线换5号线劲松方向）、雍和宫站（2号线换5号线)、知春路站换乘通道乘客较多，请您相互谦让，按序通行。（市交通委TOCC提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160605_130205.htm,京开高速双向三融施工结束,2016_06_05,京开高速双向三融施工结束。(市交通委TOCC与首发集团联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130189.htm,机场高速出京大山子至五元桥路段交通流量大,2016_06_03,机场高速出京方向大山子至五元桥路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts//gdjts/201606/t20160603_130164.htm,8:00轨道客流状态信息,2016_06_03,轨道交通：国贸站（10号线换1号线）、宣武门站（4号线换2号线）、东单站（1号线换5号线）、惠新西街南口站（10号线换5号线劲松方向）、海淀黄庄站换乘通道乘客较多，请您相互谦让，按序通行。（市交通委TOCC提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160605_130204.htm,京承高速出京大秦铁路桥下发生交通事故,2016_06_05,京承高速出京方向大秦铁路桥下发生交通事故，占用内侧和外侧行车道。请途经车辆提前选择绕行出口，以免影响您的行程。(市交通委TOCC与通达京承高速公路联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130188.htm,京沪高速双向四环至五环路出口路段交通恢复正常,2016_06_03,京沪高速双向四环至五环路出口路段交通恢复正常。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts//gdjts/201606/t20160603_130163.htm,轨道交通早高峰客流信息,2016_06_03,10号线国贸至金台夕照区间段车厢内乘客较多，较为拥挤。八通线四惠站站台候车乘客较多。（市交通委TOCC提供)
NOTICE_REF,NOTICE_TITLE,NOTICE_DATETIME,NOTICE_CONTENT
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130246.htm,京沪高速双向四环至五环路出口路段交通流量大,2016_06_06,京沪高速双向四环至五环路出口路段交通流量大。请各位司机朋友注意行车安全。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130245.htm,机场高速出京三元桥至五元桥路段交通流量大,2016_06_06,机场高速出京方向三元桥至五元桥路段交通流量大。请各位司机朋友注意行车安全。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130219.htm,机场高速出京方向大山子路段交通事故处理完毕,2016_06_06,机场高速出京方向大山子路段交通事故处理完毕。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts//gdjts/201606/t20160601_130091.htm,地铁呼家楼站客流较大,2016_06_01,地铁呼家楼站客流较大，为缓解10号线客流压力，地铁6号线下行（开往海淀五路居方向）呼家楼站部分列车通过不停车。(市交通委TOCC与地铁运营公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts//gdjts/201606/t20160603_130187.htm,18:00轨道客流状态信息,2016_06_03,轨道交通：国贸站（10号线换1号线）、惠新西街南口站（10号线换5号线劲松方向）、宣武门站（2号线换4号线）、惠新西街南口站（10号线换5号线巴沟方向）、知春路站（10号线换13号线）换乘通道内乘客较多，请您相互谦让，按序通行。(市交通委TOCC提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160530_130011.htm,机场高速出京大山子至五元桥交通流量大,2016_05_30,机场高速出京方向大山子至五元桥路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130238.htm,京通快速进京方向四惠东站附近主路上故障车离开,2016_06_06,京通快速进京方向四惠东站附近主路上故障车离开，交通恢复正常。(市交通委TOCC与京通快速路公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130218.htm,京沪高速双向四环至亦庄开发区出口路段交通流量大,2016_06_06,京沪高速双向四环至亦庄开发区出口路段交通流量大。请各位司机朋友注意行车安全。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160601_130090.htm,机场高速进京北皋至大山子路段交通流量大,2016_06_01,机场高速进京方向北皋至大山子路段交通流量大。请准备出行的朋友避开高峰时段和路段，选择适当的绕行路线，以免影响您的出行计划。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130186.htm,机场高速出京三元桥至五元桥路段交通流量大,2016_06_03,机场高速出京方向三元桥至五元桥路段交通流量大。请途经车辆注意安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160530_130010.htm,机场高速进京温榆桥至大山子交通流量大,2016_05_30,机场高速进京方向温榆桥至大山子路段交通流量大。请途经车辆注意安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130237.htm,京承高速出京南圈桥附近发生交通事故,2016_06_06,京承高速出京方向南圈桥附近发生交通事故，占用中间和外侧行车道。请过往车辆及时避让，注意行车安全。(市交通委TOCC与通达京承公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130217.htm,机场高速出京大山子发生交通事故,2016_06_06,机场高速出京方向大山子路段发生交通事故，造成四元桥至大山子路段交通压力集中。请途经车辆注意避让，安全行车。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160601_130089.htm,机场高速出京五元桥路段交通恢复正常,2016_06_01,机场高速出京方向五元桥路段交通恢复正常。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130185.htm,京沪高速双向四环至五环路出口路段交通流量大,2016_06_03,京沪高速双向四环至五环路出口路段交通流量大。请途经车辆注意安全驾驶。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160530_130009.htm,京通快速进京京通进京跨河桥至双桥交通流量大,2016_05_30,京通快速进京方向京通进京跨河桥至双桥交通流量大。请途经车辆注意安全驾驶。(市交通委TOCC与京通快速路公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160531_130073.htm,京沪高速双向四环至五环路出口路段交通流量大,2016_05_31,京沪高速双向四环至五环路出口路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160530_130044.htm,京沪高速双向四环至五环路出口交通量流量大,2016_05_30,京沪高速进出京双向四环至五环路出口路段交通量流量大。请各位司机朋友注意行车安全。(市交通委TOCC与华北高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130236.htm,京通快速进京四惠东站附近主路上发生车辆故障,2016_06_06,京通快速进京方向四惠东站附近主路上发生车辆故障，导致后方车辆交通压力集中。请途经车辆注意避让，安全行车。(市交通委TOCC与京通快速路公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130216.htm,机场高速进京温榆桥至大山子交通流量大,2016_06_06,机场高速进京方向温榆桥至大山子路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts//gdjts/201606/t20160601_130088.htm,8:00轨道客流状态信息,2016_06_01,轨道交通:国贸站（10号线换1号线）、宣武门站（4号线换2号线）、惠新西街南口站（10号线换5号线劲松方向）、东单站（1号线换5号线）、知春路站换乘通道乘客较多，请您相互谦让，按序通行。(市交通委TOCC提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130183.htm,机场高速出京大山子至五元桥路段交通流量大,2016_06_03,机场高速出京方向大山子至五元桥路段交通流量大。请途经车辆注意控制车速，集中精力，安全驾驶。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160530_130008.htm,机场高速进京温榆桥至苇沟路段交通流量大,2016_05_30,机场高速进京方向温榆桥至苇沟路段交通流量大。请准备出行的朋友避开高峰时段和路段，选择适当的绕行路线，以免影响您的出行计划。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160531_130061.htm,东六环内环潞苑北街事故处理完毕,2016_05_31,东六环内环方向潞苑北街事故处理完毕，交通恢复正常。(市交通委TOCC与首发集团联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/dmgj/201605/t20160530_130033.htm,6月1日起，新开4条延庆区域公交线路,2016_05_30,为提升延庆区公交服务水平，满足市民出行需求，6月1日起，新开4条延庆区域公交线路，具体为：1、Y36路。首末站：延庆南菜园总站（7:30、15:30）、水头村（9:00、17:00）。解决半沟村、水头村居民的出行需求。2、Y37路。首末站：延庆南菜园总站（6:30、11:30、16:00）、转山子（8:10、13:10、17:40）。解决东转山、转山子居民的出行需求。3、Y38路。首末站：延庆南菜园总站（6:30、15:40）、牤牛沟（8:10、17:20）。解决西沟门、牤牛沟居民的出行需求。4、Y39路。首末站：延庆南菜园总站（7:30、15:10）、楼梁村（8:40、16:20）。解决前山村、楼梁村居民的出行需求。(市交通委TOCC与公交集团联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130235.htm,京新高速进京德胜口隧道入口北临时交通管制结束,2016_06_06,京新高速进京方向德胜口隧道入口北临时交通管制结束，交通恢复正常。(市交通委TOCC与首发集团联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160606_130215.htm,京通快速进京京通进京跨河桥至双桥交通流量大,2016_06_06,京通快速进京方向京通进京跨河桥至双桥路段交通流量大。请准备出行的朋友避开高峰时段和路段，选择适当的绕行路线，以免影响您的出行计划。(市交通委TOCC与京通快速路公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160601_130087.htm,机场高速进京苇沟至大山子路段交通流量大,2016_06_01,机场高速进京方向苇沟至大山子路段交通流量大。请准备出行的朋友避开高峰时段和路段，选择适当的绕行路线，以免影响您的出行计划。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201606/t20160603_130182.htm,机场高速出京四元桥至五元桥路段交通流量大,2016_06_03,机场高速出京方向四元桥至五元桥路段交通流量大。请各位司机朋友注意行车安全。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160529_130007.htm,机场高速出京五元桥路段交通恢复正常,2016_05_29,机场高速出京方向五元桥路段交通恢复正常。(市交通委TOCC与机场高速公司联合提供)
http://www.btic.org.cn/xxzx/jtxxfw/cxts/gllk/201605/t20160531_130060.htm,机场高速进京大山子路段交通恢复正常,2016_05_31,机场高速进京方向大山子路段交通恢复正常。(市交通委TOCC与机场高速公司联合提供)
